bncc_indice,bncc_codigo,bncc_objetivo,curriculo_indice,curriculo_codigo,similaridade,nota_corte_usada
1,(EF01CO01),"(EF01CO01) Organizar objetos físicos ou digitais considerando diferentes características para esta organização, explicitando semelhanças (padrões) e diferenças.",499,(EF04MA28),0.66639054,0.6599999999999997
1,(EF01CO01),"(EF01CO01) Organizar objetos físicos ou digitais considerando diferentes características para esta organização, explicitando semelhanças (padrões) e diferenças.",372,(EF01MA22),0.6409774,0.6599999999999997
1,(EF01CO01),"(EF01CO01) Organizar objetos físicos ou digitais considerando diferentes características para esta organização, explicitando semelhanças (padrões) e diferenças.",151,(EF03CI01X),0.6165388,0.6599999999999997
2,(EF01CO02),(EF01CO02) Identificar e seguir sequências de passos aplicados no dia a dia para resolver problemas.,612,(EF02LP23),0.6289034,0.6199999999999997
2,(EF01CO02),(EF01CO02) Identificar e seguir sequências de passos aplicados no dia a dia para resolver problemas.,541,(EF01LP03),0.6206542,0.6199999999999997
2,(EF01CO02),(EF01CO02) Identificar e seguir sequências de passos aplicados no dia a dia para resolver problemas.,495,(EF04MA25A),0.5835027,0.6199999999999997
3,(EF01CO03),"(EF01CO03) Reorganizar e criar sequências de passos em meios físicos ou digitais, relacionando essas sequências à palavra ‘Algoritmos’.",744,(EF04LP28MG),0.7067928,0.6999999999999997
3,(EF01CO03),"(EF01CO03) Reorganizar e criar sequências de passos em meios físicos ou digitais, relacionando essas sequências à palavra ‘Algoritmos’.",807,(EF05LP25),0.6929451,0.6999999999999997
3,(EF01CO03),"(EF01CO03) Reorganizar e criar sequências de passos em meios físicos ou digitais, relacionando essas sequências à palavra ‘Algoritmos’.",460,(EF03MA28),0.6595975,0.6999999999999997
4,(EF01CO04),"(EF01CO04) Reconhecer o que é a informação, que ela pode ser armazenada, transmitida como mensagem por diversos meios e descrita em várias linguagens.",804,(EF05LP17),0.7136151,0.7099999999999997
4,(EF01CO04),"(EF01CO04) Reconhecer o que é a informação, que ela pode ser armazenada, transmitida como mensagem por diversos meios e descrita em várias linguagens.",742,(EF04LP21),0.6772829,0.7099999999999997
5,(EF01CO05),(EF01CO05) Representar informação usando diferentes codificações.,673,(EF03LP25),0.6486272,0.6399999999999997
5,(EF01CO05),(EF01CO05) Representar informação usando diferentes codificações.,672,(EF03LP24),0.6292359,0.6399999999999997
5,(EF01CO05),(EF01CO05) Representar informação usando diferentes codificações.,443,(EF03MA12),0.6071024,0.6399999999999997
6,(EF01CO06),(EF01CO06) Reconhecer e explorar artefatos computacionais voltados a atender necessidades pessoais ou coletivas.,669,(EF03LP20),0.6025487,0.5999999999999996
6,(EF01CO06),(EF01CO06) Reconhecer e explorar artefatos computacionais voltados a atender necessidades pessoais ou coletivas.,604,(EF02LP13),0.5932447,0.5999999999999996
7,(EF01CO07),(EF01CO07) Conhecer as possibilidades de uso seguro das tecnologias computacionais para proteção dos dados pessoais e para garantir a própria segurança.,453,(EF03MA22),0.6277908,0.6199999999999997
7,(EF01CO07),(EF01CO07) Conhecer as possibilidades de uso seguro das tecnologias computacionais para proteção dos dados pessoais e para garantir a própria segurança.,632,(EF12LP16X),0.592482,0.6199999999999997
7,(EF01CO07),(EF01CO07) Conhecer as possibilidades de uso seguro das tecnologias computacionais para proteção dos dados pessoais e para garantir a própria segurança.,417,(EF02MA19),0.5705221,0.6199999999999997
8,(EF02CO01),"(EF02CO01) Criar e comparar modelos (representações) de objetos, identificando padrões e atributos essenciais.",421,(EF02MA22X),0.6194012,0.6099999999999997
8,(EF02CO01),"(EF02CO01) Criar e comparar modelos (representações) de objetos, identificando padrões e atributos essenciais.",378,(EF02MA02),0.61717474,0.6099999999999997
8,(EF02CO01),"(EF02CO01) Criar e comparar modelos (representações) de objetos, identificando padrões e atributos essenciais.",620,(EF12LP02A),0.5597693,0.6099999999999997
9,(EF02CO02),"(EF02CO02) Criar e simular algoritmos representados em linguagem oral, escrita ou pictográfica, construídos como sequências com repetições simples (iterações definidas) com base em instruções preestabelecidas ou criadas, analisando como a precisão da instrução impacta na execução do algoritmo.",661,(EF03LP11),0.73170733,0.7299999999999998
9,(EF02CO02),"(EF02CO02) Criar e simular algoritmos representados em linguagem oral, escrita ou pictográfica, construídos como sequências com repetições simples (iterações definidas) com base em instruções preestabelecidas ou criadas, analisando como a precisão da instrução impacta na execução do algoritmo.",611,(EF02LP22),0.729089,0.7299999999999998
10,(EF02CO03),(EF02CO03) Identificar que máquinas diferentes executam conjuntos próprios de instruções e que podem ser usadas para definir algoritmos.,671,(EF03LP23),0.65262854,0.6499999999999997
10,(EF02CO03),(EF02CO03) Identificar que máquinas diferentes executam conjuntos próprios de instruções e que podem ser usadas para definir algoritmos.,667,(EF03LP18),0.6396564,0.6499999999999997
10,(EF02CO03),(EF02CO03) Identificar que máquinas diferentes executam conjuntos próprios de instruções e que podem ser usadas para definir algoritmos.,154,(EF03CI04),0.5859034,0.6499999999999997
11,(EF02CO04),(EF02CO04) Diferenciar componentes físicos (hardware) e programas que fornecem as instruções (software) para o hardware.,496,(EF04MA25B),0.607525,0.5999999999999996
11,(EF02CO04),(EF02CO04) Diferenciar componentes físicos (hardware) e programas que fornecem as instruções (software) para o hardware.,341,(EF01MA02X),0.6074622,0.5999999999999996
11,(EF02CO04),(EF02CO04) Diferenciar componentes físicos (hardware) e programas que fornecem as instruções (software) para o hardware.,643,(EF15LP08),0.59504783,0.5999999999999996
12,(EF02CO05),(EF02CO05) Reconhecer as características e usos das tecnologias computacionais no cotidiano dentro e fora da escola.,38,(EF15AR11P2),0.6273974,0.6199999999999997
12,(EF02CO05),(EF02CO05) Reconhecer as características e usos das tecnologias computacionais no cotidiano dentro e fora da escola.,105,(EF15AR26P4),0.62021935,0.6199999999999997
12,(EF02CO05),(EF02CO05) Reconhecer as características e usos das tecnologias computacionais no cotidiano dentro e fora da escola.,177,(EF35EF04P3),0.5830145,0.6199999999999997
13,(EF02CO06),(EF02CO06) Reconhecer os cuidados com a segurança no uso de dispositivos computacionais.,810,(EF05LP28),0.6047555,0.5999999999999996
13,(EF02CO06),(EF02CO06) Reconhecer os cuidados com a segurança no uso de dispositivos computacionais.,27,(EF15AR26P1),0.54911214,0.5999999999999996
13,(EF02CO06),(EF02CO06) Reconhecer os cuidados com a segurança no uso de dispositivos computacionais.,133,(EF01CI01X),0.54221725,0.5999999999999996
14,(EF03CO01),"(EF03CO01) Associar os valores 'verdadeiro' e 'falso' a sentenças lógicas que dizem respeito a situações do dia a dia, fazendo uso de termos que indicam negação.",356,(EF01MA12),0.67537296,0.6699999999999997
14,(EF03CO01),"(EF03CO01) Associar os valores 'verdadeiro' e 'falso' a sentenças lógicas que dizem respeito a situações do dia a dia, fazendo uso de termos que indicam negação.",480,(EF04MA14),0.6671028,0.6699999999999997
