bncc_indice,bncc_codigo,bncc_objetivo,curriculo_indice,curriculo_codigo,similaridade
1,(EI03CG01),"(EI03CG01) Criar com o corpo formas diversificadas de expressão de sentimentos, sensações e emoções, tanto nas situações do cotidiano quanto em brincadeiras, dança, teatro e música.",1,(EI03CG01),0.9999997
1,(EI03CG01),"(EI03CG01) Criar com o corpo formas diversificadas de expressão de sentimentos, sensações e emoções, tanto nas situações do cotidiano quanto em brincadeiras, dança, teatro e música.",82,(EI03CG01),0.940844
1,(EI03CG01),"(EI03CG01) Criar com o corpo formas diversificadas de expressão de sentimentos, sensações e emoções, tanto nas situações do cotidiano quanto em brincadeiras, dança, teatro e música.",84,(EI03CG03),0.8528981
1,(EI03CG01),"(EI03CG01) Criar com o corpo formas diversificadas de expressão de sentimentos, sensações e emoções, tanto nas situações do cotidiano quanto em brincadeiras, dança, teatro e música.",3,(EI03CG03),0.84259677
2,(EI03CG02),"(EI03CG02) Demonstrar controle e adequação do uso de seu corpo em brincadeiras e jogos, escuta e reconto de histórias, atividades artísticas, entre outras possibilidades.",2,(EI03CG02),1.0
2,(EI03CG02),"(EI03CG02) Demonstrar controle e adequação do uso de seu corpo em brincadeiras e jogos, escuta e reconto de histórias, atividades artísticas, entre outras possibilidades.",83,(EI03CG02),0.8896754
2,(EI03CG02),"(EI03CG02) Demonstrar controle e adequação do uso de seu corpo em brincadeiras e jogos, escuta e reconto de histórias, atividades artísticas, entre outras possibilidades.",3,(EI03CG03),0.8103939
3,(EI03CG03),"(EI03CG03) Criar movimentos, gestos, olhares e mímicas em brincadeiras, jogos e atividades artísticas como dança, teatro e música.",3,(EI03CG03),0.99999994
3,(EI03CG03),"(EI03CG03) Criar movimentos, gestos, olhares e mímicas em brincadeiras, jogos e atividades artísticas como dança, teatro e música.",84,(EI03CG03),0.9303789
3,(EI03CG03),"(EI03CG03) Criar movimentos, gestos, olhares e mímicas em brincadeiras, jogos e atividades artísticas como dança, teatro e música.",82,(EI03CG01),0.86263704
3,(EI03CG03),"(EI03CG03) Criar movimentos, gestos, olhares e mímicas em brincadeiras, jogos e atividades artísticas como dança, teatro e música.",1,(EI03CG01),0.84259677
3,(EI03CG03),"(EI03CG03) Criar movimentos, gestos, olhares e mímicas em brincadeiras, jogos e atividades artísticas como dança, teatro e música.",83,(EI03CG02),0.8142545
3,(EI03CG03),"(EI03CG03) Criar movimentos, gestos, olhares e mímicas em brincadeiras, jogos e atividades artísticas como dança, teatro e música.",2,(EI03CG02),0.8103939
4,(EI03CG04),"(EI03CG04) Adotar hábitos de autocuidado relacionados à higiene, alimentação, conforto e aparência.",4,(EI03CG04),1.0
4,(EI03CG04),"(EI03CG04) Adotar hábitos de autocuidado relacionados à higiene, alimentação, conforto e aparência.",85,(EI03CG04),0.8882488
5,(EI03CG05),(EI03CG05) Coordenar suas habilidades manuais no atendimento adequado a seus interesses e necessidades em situações diversas.,5,(EI03CG05),1.0000001
5,(EI03CG05),(EI03CG05) Coordenar suas habilidades manuais no atendimento adequado a seus interesses e necessidades em situações diversas.,86,(EI03CG05),0.9287219
6,(EI03EF01),"(EI03EF01) Expressar ideias, desejos e sentimentos sobre suas vivências, por meio da linguagem oral e escrita (escrita espontânea), de fotos, desenhos e outras formas de expressão.",6,(EI03EF01),1.0
6,(EI03EF01),"(EI03EF01) Expressar ideias, desejos e sentimentos sobre suas vivências, por meio da linguagem oral e escrita (escrita espontânea), de fotos, desenhos e outras formas de expressão.",8,(EI03EF01ME02),0.8930207
6,(EI03EF01),"(EI03EF01) Expressar ideias, desejos e sentimentos sobre suas vivências, por meio da linguagem oral e escrita (escrita espontânea), de fotos, desenhos e outras formas de expressão.",87,(EI03EF01),0.8721913
6,(EI03EF01),"(EI03EF01) Expressar ideias, desejos e sentimentos sobre suas vivências, por meio da linguagem oral e escrita (escrita espontânea), de fotos, desenhos e outras formas de expressão.",9,(EI01EF23ME03),0.87112653
6,(EI03EF01),"(EI03EF01) Expressar ideias, desejos e sentimentos sobre suas vivências, por meio da linguagem oral e escrita (escrita espontânea), de fotos, desenhos e outras formas de expressão.",7,(EI03EF01ME01),0.87079644
6,(EI03EF01),"(EI03EF01) Expressar ideias, desejos e sentimentos sobre suas vivências, por meio da linguagem oral e escrita (escrita espontânea), de fotos, desenhos e outras formas de expressão.",90,(EI03EF01ME03),0.8054226
6,(EI03EF01),"(EI03EF01) Expressar ideias, desejos e sentimentos sobre suas vivências, por meio da linguagem oral e escrita (escrita espontânea), de fotos, desenhos e outras formas de expressão.",88,(EI03EF01ME01),0.80159247
7,(EI03EF01ME01),"(EI03EF01ME01) Compreender e executar ordens simples, transmitindo recados.",7,(EI03EF01ME01),1.0
7,(EI03EF01ME01),"(EI03EF01ME01) Compreender e executar ordens simples, transmitindo recados.",8,(EI03EF01ME02),0.9665506
7,(EI03EF01ME01),"(EI03EF01ME01) Compreender e executar ordens simples, transmitindo recados.",9,(EI01EF23ME03),0.96648026
7,(EI03EF01ME01),"(EI03EF01ME01) Compreender e executar ordens simples, transmitindo recados.",6,(EI03EF01),0.87079656
7,(EI03EF01ME01),"(EI03EF01ME01) Compreender e executar ordens simples, transmitindo recados.",222,(EI02EF01ME02),0.85875183
7,(EI03EF01ME01),"(EI03EF01ME01) Compreender e executar ordens simples, transmitindo recados.",221,(EI02EF01ME01),0.85155857
7,(EI03EF01ME01),"(EI03EF01ME01) Compreender e executar ordens simples, transmitindo recados.",88,(EI03EF01ME01),0.83690727
7,(EI03EF01ME01),"(EI03EF01ME01) Compreender e executar ordens simples, transmitindo recados.",220,(EI02EF01),0.83466583
7,(EI03EF01ME01),"(EI03EF01ME01) Compreender e executar ordens simples, transmitindo recados.",90,(EI03EF01ME03),0.8248185
7,(EI03EF01ME01),"(EI03EF01ME01) Compreender e executar ordens simples, transmitindo recados.",87,(EI03EF01),0.81903404
8,(EI03EF01ME02),(EI03EF01ME02) Vivenciar situações que envolvam necessidade de expor seu ponto de vista.,8,(EI03EF01ME02),1.0
8,(EI03EF01ME02),(EI03EF01ME02) Vivenciar situações que envolvam necessidade de expor seu ponto de vista.,7,(EI03EF01ME01),0.9665506
8,(EI03EF01ME02),(EI03EF01ME02) Vivenciar situações que envolvam necessidade de expor seu ponto de vista.,9,(EI01EF23ME03),0.9526427
8,(EI03EF01ME02),(EI03EF01ME02) Vivenciar situações que envolvam necessidade de expor seu ponto de vista.,6,(EI03EF01),0.8930207
8,(EI03EF01ME02),(EI03EF01ME02) Vivenciar situações que envolvam necessidade de expor seu ponto de vista.,222,(EI02EF01ME02),0.8542259
8,(EI03EF01ME02),(EI03EF01ME02) Vivenciar situações que envolvam necessidade de expor seu ponto de vista.,221,(EI02EF01ME01),0.840215
8,(EI03EF01ME02),(EI03EF01ME02) Vivenciar situações que envolvam necessidade de expor seu ponto de vista.,89,(EI03EF01ME02),0.8253871
8,(EI03EF01ME02),(EI03EF01ME02) Vivenciar situações que envolvam necessidade de expor seu ponto de vista.,88,(EI03EF01ME01),0.8247985
8,(EI03EF01ME02),(EI03EF01ME02) Vivenciar situações que envolvam necessidade de expor seu ponto de vista.,90,(EI03EF01ME03),0.8244066
8,(EI03EF01ME02),(EI03EF01ME02) Vivenciar situações que envolvam necessidade de expor seu ponto de vista.,220,(EI02EF01),0.8233792
8,(EI03EF01ME02),(EI03EF01ME02) Vivenciar situações que envolvam necessidade de expor seu ponto de vista.,87,(EI03EF01),0.8232876
9,(EI01EF23ME03),(EI01EF23ME03) Reconhecer os combinados e rotinas por meio de gravuras.,9,(EI01EF23ME03),1.0
9,(EI01EF23ME03),(EI01EF23ME03) Reconhecer os combinados e rotinas por meio de gravuras.,7,(EI03EF01ME01),0.96648026
9,(EI01EF23ME03),(EI01EF23ME03) Reconhecer os combinados e rotinas por meio de gravuras.,8,(EI03EF01ME02),0.9526427
9,(EI01EF23ME03),(EI01EF23ME03) Reconhecer os combinados e rotinas por meio de gravuras.,6,(EI03EF01),0.87112653
9,(EI01EF23ME03),(EI01EF23ME03) Reconhecer os combinados e rotinas por meio de gravuras.,222,(EI02EF01ME02),0.8605542
9,(EI01EF23ME03),(EI01EF23ME03) Reconhecer os combinados e rotinas por meio de gravuras.,221,(EI02EF01ME01),0.8521012
9,(EI01EF23ME03),(EI01EF23ME03) Reconhecer os combinados e rotinas por meio de gravuras.,88,(EI03EF01ME01),0.8339776
9,(EI01EF23ME03),(EI01EF23ME03) Reconhecer os combinados e rotinas por meio de gravuras.,220,(EI02EF01),0.83111656
9,(EI01EF23ME03),(EI01EF23ME03) Reconhecer os combinados e rotinas por meio de gravuras.,87,(EI03EF01),0.827611
9,(EI01EF23ME03),(EI01EF23ME03) Reconhecer os combinados e rotinas por meio de gravuras.,90,(EI03EF01ME03),0.8269644
10,(EI03EF02),"(EI03EF02) Inventar brincadeiras cantadas, poemas e canções, criando rimas, aliterações e ritmos.",10,(EI03EF02),1.0000001
10,(EI03EF02),"(EI03EF02) Inventar brincadeiras cantadas, poemas e canções, criando rimas, aliterações e ritmos.",11,(EI03EF02ME01),0.9760847
10,(EI03EF02),"(EI03EF02) Inventar brincadeiras cantadas, poemas e canções, criando rimas, aliterações e ritmos.",12,(EI03EF02ME02),0.97493315
10,(EI03EF02),"(EI03EF02) Inventar brincadeiras cantadas, poemas e canções, criando rimas, aliterações e ritmos.",193,(EI02EF02),0.8560138
10,(EI03EF02),"(EI03EF02) Inventar brincadeiras cantadas, poemas e canções, criando rimas, aliterações e ritmos.",91,(EI03EF02),0.82997245
10,(EI03EF02),"(EI03EF02) Inventar brincadeiras cantadas, poemas e canções, criando rimas, aliterações e ritmos.",164,(EI01EF02),0.8225218
11,(EI03EF02ME01),"(EI03EF02ME01) Conhecer e identificar, oralmente, rimas em poemas, parlendas e quadrinhas.",11,(EI03EF02ME01),1.0000002
11,(EI03EF02ME01),"(EI03EF02ME01) Conhecer e identificar, oralmente, rimas em poemas, parlendas e quadrinhas.",12,(EI03EF02ME02),0.9806769
11,(EI03EF02ME01),"(EI03EF02ME01) Conhecer e identificar, oralmente, rimas em poemas, parlendas e quadrinhas.",10,(EI03EF02),0.9760847
11,(EI03EF02ME01),"(EI03EF02ME01) Conhecer e identificar, oralmente, rimas em poemas, parlendas e quadrinhas.",193,(EI02EF02),0.8281878
11,(EI03EF02ME01),"(EI03EF02ME01) Conhecer e identificar, oralmente, rimas em poemas, parlendas e quadrinhas.",164,(EI01EF02),0.82747865
11,(EI03EF02ME01),"(EI03EF02ME01) Conhecer e identificar, oralmente, rimas em poemas, parlendas e quadrinhas.",91,(EI03EF02),0.8211191
11,(EI03EF02ME01),"(EI03EF02ME01) Conhecer e identificar, oralmente, rimas em poemas, parlendas e quadrinhas.",93,(EI03EF02ME02),0.81254613
12,(EI03EF02ME02),"(EI03EF02ME02) Conhecer, reproduzir e interpretar oralmente jogos verbais, parlendas, quadrinhas, poemas, canções, contos e adivinhações.",12,(EI03EF02ME02),0.99999976
12,(EI03EF02ME02),"(EI03EF02ME02) Conhecer, reproduzir e interpretar oralmente jogos verbais, parlendas, quadrinhas, poemas, canções, contos e adivinhações.",11,(EI03EF02ME01),0.9806769
12,(EI03EF02ME02),"(EI03EF02ME02) Conhecer, reproduzir e interpretar oralmente jogos verbais, parlendas, quadrinhas, poemas, canções, contos e adivinhações.",10,(EI03EF02),0.97493315
12,(EI03EF02ME02),"(EI03EF02ME02) Conhecer, reproduzir e interpretar oralmente jogos verbais, parlendas, quadrinhas, poemas, canções, contos e adivinhações.",193,(EI02EF02),0.8416394
12,(EI03EF02ME02),"(EI03EF02ME02) Conhecer, reproduzir e interpretar oralmente jogos verbais, parlendas, quadrinhas, poemas, canções, contos e adivinhações.",164,(EI01EF02),0.83141804
12,(EI03EF02ME02),"(EI03EF02ME02) Conhecer, reproduzir e interpretar oralmente jogos verbais, parlendas, quadrinhas, poemas, canções, contos e adivinhações.",91,(EI03EF02),0.81793797
12,(EI03EF02ME02),"(EI03EF02ME02) Conhecer, reproduzir e interpretar oralmente jogos verbais, parlendas, quadrinhas, poemas, canções, contos e adivinhações.",93,(EI03EF02ME02),0.81354916
13,(EI03EF03),"(EI03EF03) Escolher e folhear livros, procurando orientar-se por temas e ilustrações e tentando identificar palavras conhecidas.",13,(EI03EF03),1.0
13,(EI03EF03),"(EI03EF03) Escolher e folhear livros, procurando orientar-se por temas e ilustrações e tentando identificar palavras conhecidas.",14,(EI03EF03ME01),0.9581065
13,(EI03EF03),"(EI03EF03) Escolher e folhear livros, procurando orientar-se por temas e ilustrações e tentando identificar palavras conhecidas.",15,(EI03EF03ME02),0.9534155
13,(EI03EF03),"(EI03EF03) Escolher e folhear livros, procurando orientar-se por temas e ilustrações e tentando identificar palavras conhecidas.",94,(EI03EF03),0.8480128
13,(EI03EF03),"(EI03EF03) Escolher e folhear livros, procurando orientar-se por temas e ilustrações e tentando identificar palavras conhecidas.",95,(EI03EF03ME01),0.8468348
13,(EI03EF03),"(EI03EF03) Escolher e folhear livros, procurando orientar-se por temas e ilustrações e tentando identificar palavras conhecidas.",96,(EI03EF03ME02),0.8333181
13,(EI03EF03),"(EI03EF03) Escolher e folhear livros, procurando orientar-se por temas e ilustrações e tentando identificar palavras conhecidas.",226,(EI02EF03),0.80871844
13,(EI03EF03),"(EI03EF03) Escolher e folhear livros, procurando orientar-se por temas e ilustrações e tentando identificar palavras conhecidas.",113,(EI03EF08),0.8010895
14,(EI03EF03ME01),"(EI03EF03ME01) Relacionar imagens à escrita, levantando hipóteses sobre as mesmas, por meio de livros com temas voltados aos contos e histórias da cultura local e regional.",14,(EI03EF03ME01),1.0
14,(EI03EF03ME01),"(EI03EF03ME01) Relacionar imagens à escrita, levantando hipóteses sobre as mesmas, por meio de livros com temas voltados aos contos e histórias da cultura local e regional.",13,(EI03EF03),0.9581065
14,(EI03EF03ME01),"(EI03EF03ME01) Relacionar imagens à escrita, levantando hipóteses sobre as mesmas, por meio de livros com temas voltados aos contos e histórias da cultura local e regional.",15,(EI03EF03ME02),0.944577
14,(EI03EF03ME01),"(EI03EF03ME01) Relacionar imagens à escrita, levantando hipóteses sobre as mesmas, por meio de livros com temas voltados aos contos e histórias da cultura local e regional.",96,(EI03EF03ME02),0.8738002
14,(EI03EF03ME01),"(EI03EF03ME01) Relacionar imagens à escrita, levantando hipóteses sobre as mesmas, por meio de livros com temas voltados aos contos e histórias da cultura local e regional.",95,(EI03EF03ME01),0.853341
14,(EI03EF03ME01),"(EI03EF03ME01) Relacionar imagens à escrita, levantando hipóteses sobre as mesmas, por meio de livros com temas voltados aos contos e histórias da cultura local e regional.",94,(EI03EF03),0.8377904
14,(EI03EF03ME01),"(EI03EF03ME01) Relacionar imagens à escrita, levantando hipóteses sobre as mesmas, por meio de livros com temas voltados aos contos e histórias da cultura local e regional.",226,(EI02EF03),0.8149924
14,(EI03EF03ME01),"(EI03EF03ME01) Relacionar imagens à escrita, levantando hipóteses sobre as mesmas, por meio de livros com temas voltados aos contos e histórias da cultura local e regional.",107,(EI03EF06ME02),0.8080623
14,(EI03EF03ME01),"(EI03EF03ME01) Relacionar imagens à escrita, levantando hipóteses sobre as mesmas, por meio de livros com temas voltados aos contos e histórias da cultura local e regional.",105,(EI03EF06),0.8072821
14,(EI03EF03ME01),"(EI03EF03ME01) Relacionar imagens à escrita, levantando hipóteses sobre as mesmas, por meio de livros com temas voltados aos contos e histórias da cultura local e regional.",25,(EI03EF06ME01),0.80672324
14,(EI03EF03ME01),"(EI03EF03ME01) Relacionar imagens à escrita, levantando hipóteses sobre as mesmas, por meio de livros com temas voltados aos contos e histórias da cultura local e regional.",106,(EI03EF06ME01),0.8060311
14,(EI03EF03ME01),"(EI03EF03ME01) Relacionar imagens à escrita, levantando hipóteses sobre as mesmas, por meio de livros com temas voltados aos contos e histórias da cultura local e regional.",166,(EI01EF04),0.80236924
14,(EI03EF03ME01),"(EI03EF03ME01) Relacionar imagens à escrita, levantando hipóteses sobre as mesmas, por meio de livros com temas voltados aos contos e histórias da cultura local e regional.",227,(EI02EF03ME01),0.80164456
14,(EI03EF03ME01),"(EI03EF03ME01) Relacionar imagens à escrita, levantando hipóteses sobre as mesmas, por meio de livros com temas voltados aos contos e histórias da cultura local e regional.",235,(EI02EF07ME01),0.8008565
15,(EI03EF03ME02),(EI03EF03ME02) Diferencia a escrita convencional de ilustrações acompanhando com a orientação do adulto leitor a direção da leitura da esquerda para direita e de cima para baixo.,15,(EI03EF03ME02),1.0
15,(EI03EF03ME02),(EI03EF03ME02) Diferencia a escrita convencional de ilustrações acompanhando com a orientação do adulto leitor a direção da leitura da esquerda para direita e de cima para baixo.,13,(EI03EF03),0.9534155
15,(EI03EF03ME02),(EI03EF03ME02) Diferencia a escrita convencional de ilustrações acompanhando com a orientação do adulto leitor a direção da leitura da esquerda para direita e de cima para baixo.,14,(EI03EF03ME01),0.944577
15,(EI03EF03ME02),(EI03EF03ME02) Diferencia a escrita convencional de ilustrações acompanhando com a orientação do adulto leitor a direção da leitura da esquerda para direita e de cima para baixo.,95,(EI03EF03ME01),0.8617369
15,(EI03EF03ME02),(EI03EF03ME02) Diferencia a escrita convencional de ilustrações acompanhando com a orientação do adulto leitor a direção da leitura da esquerda para direita e de cima para baixo.,94,(EI03EF03),0.83875996
15,(EI03EF03ME02),(EI03EF03ME02) Diferencia a escrita convencional de ilustrações acompanhando com a orientação do adulto leitor a direção da leitura da esquerda para direita e de cima para baixo.,96,(EI03EF03ME02),0.83624125
15,(EI03EF03ME02),(EI03EF03ME02) Diferencia a escrita convencional de ilustrações acompanhando com a orientação do adulto leitor a direção da leitura da esquerda para direita e de cima para baixo.,113,(EI03EF08),0.803166
15,(EI03EF03ME02),(EI03EF03ME02) Diferencia a escrita convencional de ilustrações acompanhando com a orientação do adulto leitor a direção da leitura da esquerda para direita e de cima para baixo.,235,(EI02EF07ME01),0.8013784
16,(EI03EF04),"(EI03EF04) Recontar histórias ouvidas e planejar coletivamente roteiros de vídeos e de encenações, definindo os contextos, os personagens, a estrutura da história.",16,(EI03EF04),1.0000001
16,(EI03EF04),"(EI03EF04) Recontar histórias ouvidas e planejar coletivamente roteiros de vídeos e de encenações, definindo os contextos, os personagens, a estrutura da história.",18,(EI03EF04ME02),0.9698412
16,(EI03EF04),"(EI03EF04) Recontar histórias ouvidas e planejar coletivamente roteiros de vídeos e de encenações, definindo os contextos, os personagens, a estrutura da história.",17,(EI03EF04ME01),0.95063543
16,(EI03EF04),"(EI03EF04) Recontar histórias ouvidas e planejar coletivamente roteiros de vídeos e de encenações, definindo os contextos, os personagens, a estrutura da história.",98,(EI03EF04ME01),0.89257616
16,(EI03EF04),"(EI03EF04) Recontar histórias ouvidas e planejar coletivamente roteiros de vídeos e de encenações, definindo os contextos, os personagens, a estrutura da história.",228,(EI02EF04),0.8824102
16,(EI03EF04),"(EI03EF04) Recontar histórias ouvidas e planejar coletivamente roteiros de vídeos e de encenações, definindo os contextos, os personagens, a estrutura da história.",99,(EI03EF04ME02),0.87957877
16,(EI03EF04),"(EI03EF04) Recontar histórias ouvidas e planejar coletivamente roteiros de vídeos e de encenações, definindo os contextos, os personagens, a estrutura da história.",97,(EI03EF04),0.8630941
16,(EI03EF04),"(EI03EF04) Recontar histórias ouvidas e planejar coletivamente roteiros de vídeos e de encenações, definindo os contextos, os personagens, a estrutura da história.",229,(EI02EF04ME01),0.8526827
16,(EI03EF04),"(EI03EF04) Recontar histórias ouvidas e planejar coletivamente roteiros de vídeos e de encenações, definindo os contextos, os personagens, a estrutura da história.",230,(EI02EF04ME02),0.85070294
16,(EI03EF04),"(EI03EF04) Recontar histórias ouvidas e planejar coletivamente roteiros de vídeos e de encenações, definindo os contextos, os personagens, a estrutura da história.",195,(EI02EF04),0.8464964
16,(EI03EF04),"(EI03EF04) Recontar histórias ouvidas e planejar coletivamente roteiros de vídeos e de encenações, definindo os contextos, os personagens, a estrutura da história.",235,(EI02EF07ME01),0.84280014
16,(EI03EF04),"(EI03EF04) Recontar histórias ouvidas e planejar coletivamente roteiros de vídeos e de encenações, definindo os contextos, os personagens, a estrutura da história.",22,(EI03EF05ME03),0.838663
16,(EI03EF04),"(EI03EF04) Recontar histórias ouvidas e planejar coletivamente roteiros de vídeos e de encenações, definindo os contextos, os personagens, a estrutura da história.",236,(EI02EF06ME02),0.8359393
16,(EI03EF04),"(EI03EF04) Recontar histórias ouvidas e planejar coletivamente roteiros de vídeos e de encenações, definindo os contextos, os personagens, a estrutura da história.",19,(EI03EF05),0.82393086
16,(EI03EF04),"(EI03EF04) Recontar histórias ouvidas e planejar coletivamente roteiros de vídeos e de encenações, definindo os contextos, os personagens, a estrutura da história.",23,(EI03EF05ME04),0.8231913
16,(EI03EF04),"(EI03EF04) Recontar histórias ouvidas e planejar coletivamente roteiros de vídeos e de encenações, definindo os contextos, os personagens, a estrutura da história.",95,(EI03EF03ME01),0.82221454
16,(EI03EF04),"(EI03EF04) Recontar histórias ouvidas e planejar coletivamente roteiros de vídeos e de encenações, definindo os contextos, os personagens, a estrutura da história.",166,(EI01EF04),0.81974065
16,(EI03EF04),"(EI03EF04) Recontar histórias ouvidas e planejar coletivamente roteiros de vídeos e de encenações, definindo os contextos, os personagens, a estrutura da história.",101,(EI03EF05ME01),0.819649
16,(EI03EF04),"(EI03EF04) Recontar histórias ouvidas e planejar coletivamente roteiros de vídeos e de encenações, definindo os contextos, os personagens, a estrutura da história.",20,(EI03EF05ME01),0.817935
16,(EI03EF04),"(EI03EF04) Recontar histórias ouvidas e planejar coletivamente roteiros de vídeos e de encenações, definindo os contextos, os personagens, a estrutura da história.",234,(EI02EF06),0.8140094
16,(EI03EF04),"(EI03EF04) Recontar histórias ouvidas e planejar coletivamente roteiros de vídeos e de encenações, definindo os contextos, os personagens, a estrutura da história.",21,(EI03EF05ME02),0.8105344
16,(EI03EF04),"(EI03EF04) Recontar histórias ouvidas e planejar coletivamente roteiros de vídeos e de encenações, definindo os contextos, os personagens, a estrutura da história.",100,(EI03EF05),0.8086329
16,(EI03EF04),"(EI03EF04) Recontar histórias ouvidas e planejar coletivamente roteiros de vídeos e de encenações, definindo os contextos, os personagens, a estrutura da história.",103,(EI03EF05ME03),0.80807596
16,(EI03EF04),"(EI03EF04) Recontar histórias ouvidas e planejar coletivamente roteiros de vídeos e de encenações, definindo os contextos, os personagens, a estrutura da história.",108,(EI03EF06ME03),0.80798984
16,(EI03EF04),"(EI03EF04) Recontar histórias ouvidas e planejar coletivamente roteiros de vídeos e de encenações, definindo os contextos, os personagens, a estrutura da história.",106,(EI03EF06ME01),0.8025135
17,(EI03EF04ME01),"(EI03EF04ME01) Ouvir textos e histórias a partir de diversas fontes, tendo o professor como referencial de leitor, utilizando-se, inclusive da tecnologia existente na escola.",17,(EI03EF04ME01),0.9999999
17,(EI03EF04ME01),"(EI03EF04ME01) Ouvir textos e histórias a partir de diversas fontes, tendo o professor como referencial de leitor, utilizando-se, inclusive da tecnologia existente na escola.",18,(EI03EF04ME02),0.964309
17,(EI03EF04ME01),"(EI03EF04ME01) Ouvir textos e histórias a partir de diversas fontes, tendo o professor como referencial de leitor, utilizando-se, inclusive da tecnologia existente na escola.",16,(EI03EF04),0.95063543
17,(EI03EF04ME01),"(EI03EF04ME01) Ouvir textos e histórias a partir de diversas fontes, tendo o professor como referencial de leitor, utilizando-se, inclusive da tecnologia existente na escola.",22,(EI03EF05ME03),0.8458164
17,(EI03EF04ME01),"(EI03EF04ME01) Ouvir textos e histórias a partir de diversas fontes, tendo o professor como referencial de leitor, utilizando-se, inclusive da tecnologia existente na escola.",228,(EI02EF04),0.8439119
17,(EI03EF04ME01),"(EI03EF04ME01) Ouvir textos e histórias a partir de diversas fontes, tendo o professor como referencial de leitor, utilizando-se, inclusive da tecnologia existente na escola.",23,(EI03EF05ME04),0.8413903
17,(EI03EF04ME01),"(EI03EF04ME01) Ouvir textos e histórias a partir de diversas fontes, tendo o professor como referencial de leitor, utilizando-se, inclusive da tecnologia existente na escola.",95,(EI03EF03ME01),0.83835113
17,(EI03EF04ME01),"(EI03EF04ME01) Ouvir textos e histórias a partir de diversas fontes, tendo o professor como referencial de leitor, utilizando-se, inclusive da tecnologia existente na escola.",19,(EI03EF05),0.83581007
17,(EI03EF04ME01),"(EI03EF04ME01) Ouvir textos e histórias a partir de diversas fontes, tendo o professor como referencial de leitor, utilizando-se, inclusive da tecnologia existente na escola.",20,(EI03EF05ME01),0.831242
17,(EI03EF04ME01),"(EI03EF04ME01) Ouvir textos e histórias a partir de diversas fontes, tendo o professor como referencial de leitor, utilizando-se, inclusive da tecnologia existente na escola.",98,(EI03EF04ME01),0.83028746
17,(EI03EF04ME01),"(EI03EF04ME01) Ouvir textos e histórias a partir de diversas fontes, tendo o professor como referencial de leitor, utilizando-se, inclusive da tecnologia existente na escola.",21,(EI03EF05ME02),0.8299559
17,(EI03EF04ME01),"(EI03EF04ME01) Ouvir textos e histórias a partir de diversas fontes, tendo o professor como referencial de leitor, utilizando-se, inclusive da tecnologia existente na escola.",194,(EI02EF03),0.8242781
17,(EI03EF04ME01),"(EI03EF04ME01) Ouvir textos e histórias a partir de diversas fontes, tendo o professor como referencial de leitor, utilizando-se, inclusive da tecnologia existente na escola.",101,(EI03EF05ME01),0.8234277
17,(EI03EF04ME01),"(EI03EF04ME01) Ouvir textos e histórias a partir de diversas fontes, tendo o professor como referencial de leitor, utilizando-se, inclusive da tecnologia existente na escola.",104,(EI03EF05ME04),0.8206661
17,(EI03EF04ME01),"(EI03EF04ME01) Ouvir textos e histórias a partir de diversas fontes, tendo o professor como referencial de leitor, utilizando-se, inclusive da tecnologia existente na escola.",235,(EI02EF07ME01),0.81950784
17,(EI03EF04ME01),"(EI03EF04ME01) Ouvir textos e histórias a partir de diversas fontes, tendo o professor como referencial de leitor, utilizando-se, inclusive da tecnologia existente na escola.",195,(EI02EF04),0.8191774
17,(EI03EF04ME01),"(EI03EF04ME01) Ouvir textos e histórias a partir de diversas fontes, tendo o professor como referencial de leitor, utilizando-se, inclusive da tecnologia existente na escola.",103,(EI03EF05ME03),0.81707203
17,(EI03EF04ME01),"(EI03EF04ME01) Ouvir textos e histórias a partir de diversas fontes, tendo o professor como referencial de leitor, utilizando-se, inclusive da tecnologia existente na escola.",236,(EI02EF06ME02),0.8147906
17,(EI03EF04ME01),"(EI03EF04ME01) Ouvir textos e histórias a partir de diversas fontes, tendo o professor como referencial de leitor, utilizando-se, inclusive da tecnologia existente na escola.",108,(EI03EF06ME03),0.8098043
17,(EI03EF04ME01),"(EI03EF04ME01) Ouvir textos e histórias a partir de diversas fontes, tendo o professor como referencial de leitor, utilizando-se, inclusive da tecnologia existente na escola.",96,(EI03EF03ME02),0.80930364
17,(EI03EF04ME01),"(EI03EF04ME01) Ouvir textos e histórias a partir de diversas fontes, tendo o professor como referencial de leitor, utilizando-se, inclusive da tecnologia existente na escola.",230,(EI02EF04ME02),0.80897605
17,(EI03EF04ME01),"(EI03EF04ME01) Ouvir textos e histórias a partir de diversas fontes, tendo o professor como referencial de leitor, utilizando-se, inclusive da tecnologia existente na escola.",100,(EI03EF05),0.8084545
17,(EI03EF04ME01),"(EI03EF04ME01) Ouvir textos e histórias a partir de diversas fontes, tendo o professor como referencial de leitor, utilizando-se, inclusive da tecnologia existente na escola.",229,(EI02EF04ME01),0.8063071
17,(EI03EF04ME01),"(EI03EF04ME01) Ouvir textos e histórias a partir de diversas fontes, tendo o professor como referencial de leitor, utilizando-se, inclusive da tecnologia existente na escola.",166,(EI01EF04),0.80586755
17,(EI03EF04ME01),"(EI03EF04ME01) Ouvir textos e histórias a partir de diversas fontes, tendo o professor como referencial de leitor, utilizando-se, inclusive da tecnologia existente na escola.",102,(EI03EF05ME02),0.80275583
